Locus_Tag,T6_HL58G,T7_HL58G,T8_HL58G,T9_HL58G,T10_HL58G,T11_HL58G,T12_HL58G,T13_HL58G,T14_HL58G,T15_HL58G,T21_HL58X,T22_HL58X,T23_HL58X,T24_HL58X
hotlake_ucc_81258,55,53,59,52,82,2,27,10,7,15,1,0,0,1
hotlake_ucc_81259,237,283,294,383,481,12,114,83,53,78,1,0,0,0
hotlake_ucc_81260,452,468,528,552,746,22,229,140,81,168,5,0,1,2
hotlake_ucc_81261,86,111,118,123,116,11,59,14,19,53,0,2,0,0
hotlake_ucc_81262,801,736,688,750,818,45,327,143,123,260,130,40,38,348
hotlake_ucc_81263,1525,1178,1260,1409,1555,226,854,687,486,758,918,566,532,1529
hotlake_ucc_81264,1414,734,1107,1091,1221,132,698,339,286,559,21,26,5,23
hotlake_ucc_81265,32365,26482,32077,29507,34383,1685,628,8342,4804,366,33,22,10,156
hotlake_ucc_81266,107,117,122,131,139,38,154,67,46,126,55,31,12,66
hotlake_ucc_81267,624,385,444,410,431,43,205,104,123,129,11,4,7,21
hotlake_ucc_81268,1301,1136,1237,1207,1357,41,123,70,66,87,14,3,4,11
hotlake_ucc_81269,1864,1426,1820,1679,1907,369,1349,827,728,713,51,29,31,80
hotlake_ucc_81270,2366,1979,2097,2162,2184,473,1536,875,929,969,82,86,28,160
hotlake_ucc_81271,557,473,554,397,450,66,178,164,122,145,20,12,9,42
hotlake_ucc_81272,153,151,159,127,149,20,76,72,32,72,4,6,8,11
hotlake_ucc_81273,19271,15116,17640,14055,15300,2650,9427,7733,4602,8979,1051,711,577,2086
hotlake_ucc_81274,453,339,478,278,287,48,314,119,85,240,9,4,4,12
hotlake_ucc_81275,464,368,427,387,381,77,334,154,115,287,5,7,4,26
hotlake_ucc_81276,818,618,710,706,700,83,705,245,185,504,19,9,13,43
hotlake_ucc_81277,120,71,93,96,144,22,74,21,36,42,2,2,0,13
hotlake_ucc_81278,7944,6033,7205,5925,6115,761,4426,2613,1764,4030,400,204,148,680
hotlake_ucc_81279,126,73,110,82,136,13,90,75,38,78,3,6,4,10
hotlake_ucc_81280,8526,5762,7908,5849,5606,810,2578,2537,1493,2171,215,75,87,340
hotlake_ucc_81282,1602,1082,1261,1097,1252,382,1135,1118,564,927,40,26,27,146
hotlake_ucc_81283,3584,2760,2935,2675,2505,150,719,740,422,564,63,36,39,137
hotlake_ucc_81284,1004,728,898,694,949,112,389,284,187,347,40,16,28,76
hotlake_ucc_81285,2906,2118,2716,1923,2505,373,2117,958,563,1511,187,129,106,635
hotlake_ucc_81286,849,631,883,773,895,84,429,236,135,411,32,16,18,44
hotlake_ucc_81287,302,207,276,311,337,35,143,77,50,120,12,3,3,14
hotlake_ucc_81288,391,301,327,393,375,22,111,71,48,74,3,2,2,19
hotlake_ucc_81289,387,316,409,324,330,19,71,88,58,63,6,1,6,10
hotlake_ucc_81290,552,305,417,481,413,30,93,74,84,113,13,10,5,17
hotlake_ucc_81291,211,214,191,154,209,12,92,44,41,72,2,3,5,17
hotlake_ucc_81292,414,308,314,263,365,24,59,72,39,36,13,5,5,25
hotlake_ucc_81293,845,742,848,737,731,44,169,119,88,145,25,10,8,36
hotlake_ucc_81294,47627,34752,31126,61409,33007,3043,8066,7602,7433,6785,1057,722,747,2706
hotlake_ucc_81296,3567,2525,2541,3739,2938,274,985,870,720,891,80,38,60,271
hotlake_ucc_81297,160,123,177,109,161,7,52,28,16,32,8,8,2,13
hotlake_ucc_81298,68,71,84,56,79,6,31,18,5,27,8,7,6,7
hotlake_ucc_81299,2624,1770,2063,1961,2200,215,671,374,306,356,80,40,48,105
hotlake_ucc_81300,64,52,76,56,64,8,58,22,17,50,12,8,4,10
hotlake_ucc_81302,912,733,783,769,710,83,397,278,190,314,17,6,5,19
hotlake_ucc_81303,797,607,750,640,785,143,425,291,183,297,11,7,6,31
hotlake_ucc_81304,642,463,520,436,421,68,229,171,106,189,9,10,13,26
hotlake_ucc_81305,833,639,672,590,699,49,233,159,133,220,17,6,13,38
hotlake_ucc_81306,656,516,551,515,586,44,222,184,92,170,10,11,4,33
hotlake_ucc_81307,2323,1780,2153,1886,2027,184,786,544,347,705,48,30,18,95
hotlake_ucc_81308,1351,988,1150,1051,1190,185,655,472,289,550,40,23,11,82
hotlake_ucc_81309,5023,3729,5356,5650,6110,764,3743,1889,1440,2958,172,103,88,243
hotlake_ucc_81310,2287,1844,2199,2306,2616,591,1684,1039,775,1148,72,59,57,139
hotlake_ucc_81311,1353,1121,1448,1252,1516,260,836,526,383,791,36,13,5,55
hotlake_ucc_81312,6131,4691,5678,4667,5509,1303,4626,2757,2207,3427,138,76,87,207
hotlake_ucc_81313,2535,2094,2612,2140,2318,405,1429,820,629,1205,47,15,21,59
hotlake_ucc_81314,17906,13513,16760,14510,16212,3341,13130,7526,5360,10255,227,119,100,395
hotlake_ucc_81315,1744,1286,1767,1358,1541,251,883,574,395,677,22,9,8,33
hotlake_ucc_81316,867,556,794,608,749,107,454,285,188,371,11,9,3,7
hotlake_ucc_81317,375,258,348,249,304,53,224,135,94,173,19,4,12,29
hotlake_ucc_81318,394,284,421,335,447,75,293,162,75,171,10,2,9,29
hotlake_ucc_81319,385,295,369,297,357,62,278,150,76,197,19,3,5,25
hotlake_ucc_81320,2744,2187,2489,2059,2263,151,460,529,272,298,42,17,15,58
hotlake_ucc_81321,1885,1625,1739,1504,1638,115,367,341,210,266,57,35,32,113
hotlake_ucc_81322,1405,1095,1338,1069,1357,127,274,243,143,232,23,18,17,49
hotlake_ucc_81323,646,503,607,502,612,66,244,223,188,201,12,9,12,24
hotlake_ucc_81324,294,243,271,230,282,46,119,115,60,80,4,5,2,5
hotlake_ucc_81325,266,271,257,206,233,58,178,102,63,161,12,6,6,23
hotlake_ucc_81326,2301,1943,2468,2146,2204,261,749,698,440,570,70,37,43,114
hotlake_ucc_81327,1417,1142,1269,1150,1344,134,556,397,250,450,50,20,23,107
hotlake_ucc_81328,2396,1963,1569,1667,1761,160,994,1067,803,1070,309,216,206,234
hotlake_ucc_81329,1807,1494,1058,1462,1504,161,722,827,624,697,171,157,188,160
hotlake_ucc_81330,1127,849,992,858,940,104,505,452,300,387,86,59,53,70
hotlake_ucc_81331,1972,1786,2067,1802,2319,260,1104,679,390,745,85,65,51,140
hotlake_ucc_81332,4902,4217,5261,4915,5015,688,3021,1906,1235,2501,111,70,59,170
hotlake_ucc_81333,643,473,645,556,563,71,329,226,132,266,26,12,13,27
hotlake_ucc_81334,180,147,160,156,199,23,171,57,42,77,8,3,7,16
hotlake_ucc_81335,4223,2124,2891,2498,1970,265,701,624,378,424,30,26,11,144
hotlake_ucc_81336,3317,1844,2329,2454,2174,136,388,638,260,270,26,11,28,94
hotlake_ucc_81337,12024,6965,9662,10906,9901,690,1175,1827,1014,1029,89,40,49,297
hotlake_ucc_81338,7287,5451,6548,6251,6968,682,2227,1531,1006,1837,147,83,79,215
hotlake_ucc_81339,1903,1538,1782,1599,1811,237,1376,706,520,935,70,31,24,102
hotlake_ucc_81340,2067,1508,1466,1491,1449,111,448,559,369,411,173,139,121,173
hotlake_ucc_81341,532,397,484,425,536,104,360,265,147,298,35,16,12,46
hotlake_ucc_81342,129,85,88,69,97,7,38,36,19,35,15,6,4,9
hotlake_ucc_81343,77,70,87,69,82,13,42,15,15,29,11,3,4,3
hotlake_ucc_81344,244,170,201,174,188,34,137,73,64,96,9,5,2,12
hotlake_ucc_81345,308,254,306,245,289,17,99,64,33,77,157,71,76,74
hotlake_ucc_81346,1791,1184,1627,1230,1582,121,436,433,326,381,64,42,56,59
hotlake_ucc_81347,263,179,260,153,228,31,152,124,87,147,12,7,3,12
hotlake_ucc_81348,4461,3531,3634,3209,3897,477,1110,1231,643,819,28,16,23,42
hotlake_ucc_81349,293,272,276,284,337,29,99,108,61,81,3,1,0,2
hotlake_ucc_81350,1683,1404,1625,1393,1661,215,477,586,316,357,8,5,6,17
hotlake_ucc_81351,1323,982,1199,979,1264,146,388,532,249,407,3,9,8,12
hotlake_ucc_81352,715,495,515,467,524,87,167,214,112,153,5,4,3,10
hotlake_ucc_81353,330,211,265,213,301,41,123,106,61,106,0,1,0,3
hotlake_ucc_81354,689,543,612,615,612,103,406,214,147,345,20,12,10,32
hotlake_ucc_81355,1892,1729,1841,2106,2234,164,818,631,359,579,32,20,21,62
hotlake_ucc_81356,785,643,677,557,874,113,345,238,187,267,21,12,4,24
hotlake_ucc_81357,522,405,581,404,507,34,110,137,90,66,10,5,7,23
hotlake_ucc_81358,20046,16357,18254,15214,19670,1658,714,4290,3350,472,79,40,41,122
hotlake_ucc_81360,2036,1564,2160,1323,1882,131,221,428,281,149,9,0,15,24
hotlake_ucc_81361,248,198,194,204,232,34,113,64,41,95,6,7,7,31
hotlake_ucc_81362,330,298,283,311,305,59,268,153,110,203,16,5,6,18
hotlake_ucc_81363,174,155,169,158,155,39,162,95,62,89,5,1,11,18
hotlake_ucc_81364,315,264,246,223,256,28,229,172,146,449,40,20,22,28
hotlake_ucc_81365,1875,1608,1778,1575,1866,221,623,556,377,522,59,28,29,83
hotlake_ucc_81366,158,139,164,171,151,19,126,60,37,100,2,4,8,7
hotlake_ucc_81367,74,54,71,63,64,8,41,25,8,23,1,1,2,8
hotlake_ucc_81368,243,162,228,231,209,19,150,101,49,111,94,10,13,75
hotlake_ucc_81370,250,198,189,177,180,36,151,116,77,118,6,4,1,24
hotlake_ucc_81371,293,218,279,173,264,50,187,159,69,147,3,6,5,17
hotlake_ucc_81372,409,366,407,313,404,39,220,102,87,168,21,10,6,22
hotlake_ucc_81373,72,51,48,50,55,7,41,25,14,34,7,4,2,13
hotlake_ucc_81374,90,70,63,63,70,16,40,29,31,27,3,5,1,3
hotlake_ucc_81376,122,107,117,100,158,29,66,38,27,72,12,7,4,12
hotlake_ucc_81377,97,77,95,82,73,21,82,46,28,62,16,18,10,25
hotlake_ucc_81378,49,47,50,29,48,10,37,13,16,26,8,7,8,12
hotlake_ucc_81379,38,38,45,44,37,5,34,24,18,26,10,1,3,4
hotlake_ucc_81380,53,39,45,48,31,2,34,29,10,36,1,3,8,17
hotlake_ucc_81381,94,63,81,56,88,11,32,26,11,31,4,4,3,3
hotlake_ucc_81382,253,212,241,185,253,47,158,85,73,135,6,3,0,6
hotlake_ucc_81383,661,578,783,760,821,165,601,489,357,448,14,12,7,20
hotlake_ucc_81384,63,55,64,47,82,4,29,12,8,20,3,3,4,5
hotlake_ucc_81385,10,12,5,20,18,0,5,4,3,1,0,0,0,0
hotlake_ucc_81386,160,137,173,143,147,20,98,48,37,68,6,0,0,1
hotlake_ucc_81387,3270,2762,3000,2756,2967,411,538,1173,612,474,60,42,38,64
hotlake_ucc_81388,3536,2739,2988,2995,3153,565,605,1425,712,540,265,120,130,271
hotlake_ucc_81389,2454,2042,2457,1912,1984,242,664,789,439,455,41,31,26,75
hotlake_ucc_81390,7583,5581,6500,7168,6972,515,1656,1720,998,1244,150,69,83,195
hotlake_ucc_81391,1438,1183,1087,940,1176,183,601,393,366,341,27,13,12,29
hotlake_ucc_81392,2412,1871,2276,2052,2098,205,966,632,511,672,61,35,19,96
hotlake_ucc_81393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_81394,145,104,105,111,108,23,87,54,28,89,35,13,18,31
hotlake_ucc_81395,500,332,386,377,487,40,245,122,83,228,32,16,12,69
hotlake_ucc_81396,7436,3482,4428,6379,3707,2015,4617,11092,3475,4172,75,37,40,2565
hotlake_ucc_81398,1200,1034,1238,1021,1216,200,1944,458,344,1929,55,34,26,136
hotlake_ucc_81399,171,141,148,105,171,12,84,35,15,38,6,1,0,13
hotlake_ucc_81400,173,103,132,118,136,20,92,63,27,63,5,7,2,19
hotlake_ucc_81402,590,582,526,743,555,67,449,272,205,348,23,10,11,29
hotlake_ucc_81404,1204,887,1112,949,1045,188,768,393,261,577,23,13,20,79
hotlake_ucc_81405,2076,1552,1875,1596,1834,258,1017,702,440,816,47,33,38,83
hotlake_ucc_81406,525,398,468,424,472,39,208,146,111,200,16,7,11,21
hotlake_ucc_81407,649,553,618,757,747,41,187,106,114,188,7,9,3,4
hotlake_ucc_85141,320,177,312,241,311,23,115,89,43,116,12,1,4,5
hotlake_ucc_81408,247,183,205,219,287,28,109,53,53,98,3,2,2,10
hotlake_ucc_85142,572,427,606,642,687,46,235,147,91,242,16,11,5,7
hotlake_ucc_81409,922,768,903,978,960,61,432,238,117,383,19,20,8,19
hotlake_ucc_81410,451,346,428,445,322,33,175,107,79,172,11,6,2,22
hotlake_ucc_81411,694,595,704,732,777,61,307,172,125,363,15,5,2,33
hotlake_ucc_81412,5,0,2,1,5,0,0,0,2,2,0,0,0,0
hotlake_ucc_81413,382,291,311,291,302,27,70,55,42,38,11,6,7,12
hotlake_ucc_81414,218,136,194,178,194,28,92,52,41,63,8,5,1,13
hotlake_ucc_81415,351,230,322,305,376,23,121,73,48,81,4,8,8,16
hotlake_ucc_81416,461,366,353,341,382,27,89,56,31,61,11,9,4,17
hotlake_ucc_81417,180,157,155,156,130,19,25,20,15,13,2,1,3,7
hotlake_ucc_81418,1653,1167,1551,1263,1472,114,423,330,168,321,27,24,19,54
hotlake_ucc_81419,131,106,97,90,151,13,146,42,38,141,4,3,2,8
hotlake_ucc_81420,100,100,83,66,130,17,111,32,20,75,2,1,1,7
hotlake_ucc_81421,164,114,112,112,103,21,139,48,32,121,2,3,1,9
hotlake_ucc_81422,61,60,41,40,63,11,24,24,11,16,1,2,0,4
hotlake_ucc_81423,1302,904,1070,986,984,87,398,305,170,358,77,53,43,94
hotlake_ucc_81424,2582,1759,2179,1923,2263,187,1679,481,393,1583,47,44,23,117
hotlake_ucc_81425,826,595,685,633,698,110,396,230,187,340,18,9,6,32
hotlake_ucc_81426,473,343,396,273,299,26,131,84,49,123,22,3,13,39
hotlake_ucc_81427,341,229,269,314,276,41,150,80,60,100,12,1,8,21
hotlake_ucc_81428,621,431,391,651,502,19,156,49,50,151,25,13,10,43
hotlake_ucc_81429,325,162,170,301,195,11,27,19,9,48,14,4,5,23
hotlake_ucc_81430,3269,1931,1628,2980,1834,30,265,84,65,238,170,92,63,252
hotlake_ucc_81431,338,223,316,225,342,33,339,123,101,345,12,8,7,10
hotlake_ucc_81432,2050,1353,1707,1371,2004,158,1536,463,399,1524,50,33,35,71
hotlake_ucc_81433,49,42,64,51,51,4,29,15,8,18,9,9,7,11
hotlake_ucc_81435,1771,1505,1658,1631,1504,182,816,536,306,521,31,17,26,55
hotlake_ucc_81436,7245,5724,6109,6414,7045,1009,5558,2788,1840,4731,34,26,10,83
hotlake_ucc_81437,2488,1852,1954,1843,2074,228,955,510,378,682,78,48,40,129
hotlake_ucc_81438,1932,1539,1769,1572,1734,179,926,562,360,770,66,30,33,119
hotlake_ucc_81439,685,564,660,633,617,73,402,176,137,318,18,11,22,37
hotlake_ucc_81440,3844,3355,4164,3951,4346,383,2306,738,758,2349,108,62,41,148
hotlake_ucc_81441,8497,6155,8548,7332,8144,1189,7199,2446,2262,6179,336,213,198,1496
hotlake_ucc_81442,7113,5824,7430,7678,7606,1170,5168,1979,1800,5022,384,296,184,2059
hotlake_ucc_81443,10775,8485,11164,9705,10735,1963,10617,3333,3142,9299,661,456,383,3569
hotlake_ucc_81444,2223,1530,2333,1839,2308,338,2429,703,657,2206,110,56,58,303
hotlake_ucc_81445,3973,3134,4272,3934,4501,797,4320,1341,1484,4323,133,116,58,457
hotlake_ucc_81446,2996,2376,3201,2981,3446,408,2998,1086,872,2543,153,117,75,1094
hotlake_ucc_81447,8634,5888,8642,6565,7940,1349,7040,2489,2074,5693,344,186,148,1337
hotlake_ucc_81448,4505,4496,5680,5089,7009,755,3130,1482,1098,2732,209,107,116,713
hotlake_ucc_81449,1568,1203,1417,1178,1284,169,806,425,314,745,58,25,27,117
hotlake_ucc_81450,405,281,337,279,333,49,293,109,89,254,24,14,11,60
hotlake_ucc_81451,191,144,164,156,146,18,141,49,33,130,13,7,5,51
hotlake_ucc_81452,755,512,602,471,550,90,578,182,120,446,140,70,77,683
hotlake_ucc_81453,58,39,41,56,43,1,38,10,3,21,5,2,3,2
hotlake_ucc_81454,8729,6799,7809,5221,7239,531,825,1968,1548,724,225,133,134,161
hotlake_ucc_81455,3955,3297,3928,2669,3265,279,443,1018,809,427,109,93,86,133
hotlake_ucc_81457,2428,1976,2589,1965,2207,221,399,826,698,363,97,68,77,80
hotlake_ucc_81458,158,129,161,107,130,9,43,46,32,33,14,20,1,36
hotlake_ucc_81459,98,56,85,61,66,3,28,17,12,16,0,1,0,0
hotlake_ucc_81460,376,267,343,290,306,40,132,190,69,150,9,3,0,75
hotlake_ucc_81461,2161,1487,2008,1608,1611,292,1016,716,447,748,45,37,40,104
hotlake_ucc_81462,2082,1602,2159,1952,1891,289,1353,683,544,1038,57,23,37,82
hotlake_ucc_81463,340,249,385,278,320,52,375,128,110,281,8,10,8,25
hotlake_ucc_81464,3927,2719,3662,2994,3275,539,4032,1541,1020,3502,114,69,52,261
hotlake_ucc_81465,499,481,579,529,634,87,547,186,155,343,24,13,0,46
hotlake_ucc_81466,4129,3047,4250,3877,4162,400,5145,1296,807,4446,168,135,89,598
hotlake_ucc_81467,1442,933,1576,1143,1301,165,1449,389,292,1311,62,28,25,139
hotlake_ucc_81468,2661,2006,2489,2174,2536,334,2919,903,724,2815,119,72,45,227
hotlake_ucc_81469,1340,1149,1353,1096,1418,250,1692,622,491,1640,102,52,37,139
hotlake_ucc_81470,1641,1278,1642,1279,1657,234,1820,657,521,1776,77,52,57,100
hotlake_ucc_81471,4187,3354,4387,3891,4316,359,1849,886,586,1476,78,29,28,174
hotlake_ucc_81472,5279,4385,5366,4459,5521,806,3844,1634,1204,3683,166,74,75,418
hotlake_ucc_81473,485,387,402,435,442,51,187,184,141,188,33,26,24,26
hotlake_ucc_81474,151,123,160,144,190,25,44,61,33,63,7,1,7,18
hotlake_ucc_81475,141,113,135,145,156,26,44,66,39,37,8,1,8,16
hotlake_ucc_81476,162,135,181,114,177,13,52,57,19,45,7,2,9,18
hotlake_ucc_81477,169,160,191,166,223,14,38,62,21,36,6,1,1,15
hotlake_ucc_81478,716,607,744,616,668,71,163,201,120,111,19,18,7,60
hotlake_ucc_81480,229,213,284,226,288,25,56,72,24,38,14,3,9,24
hotlake_ucc_81481,88,90,111,69,123,8,14,30,13,9,0,1,3,7
hotlake_ucc_81482,101,126,165,94,141,10,28,27,10,18,1,1,3,12
hotlake_ucc_81483,238,342,383,261,341,23,37,59,25,29,8,5,5,7
hotlake_ucc_81484,541,555,777,450,684,45,121,113,58,97,11,8,12,34
hotlake_ucc_81485,2930,2305,2618,2264,2961,235,1076,664,475,848,77,26,26,162
hotlake_ucc_81486,458,394,490,456,510,78,132,194,110,107,8,5,1,17
hotlake_ucc_81487,8724,7325,7836,6997,7846,1108,2774,2590,1756,2207,777,418,583,981
hotlake_ucc_81488,3199,2486,3357,2331,2461,153,411,438,305,282,48,36,40,81
hotlake_ucc_81489,349,210,279,234,275,24,125,90,79,104,5,4,2,14
hotlake_ucc_81490,628,489,461,335,385,19,125,129,82,99,235,140,150,240
hotlake_ucc_81492,2510,1871,2359,2006,2309,210,537,637,405,441,77,46,22,113
hotlake_ucc_81493,402,317,406,322,400,56,66,122,60,52,21,6,14,23
hotlake_ucc_81494,6838,4666,6328,5904,5962,395,1365,1370,782,1234,166,98,66,226
hotlake_ucc_81495,5013,3955,4995,5108,5797,400,843,931,574,738,88,66,53,145
hotlake_ucc_81496,921,588,875,886,1071,82,480,252,183,381,15,5,5,24
hotlake_ucc_85143,524,424,440,442,602,29,87,76,47,72,4,1,3,10
hotlake_ucc_81497,764,468,691,776,730,72,347,193,154,297,12,7,4,20
hotlake_ucc_81498,1119,863,1062,1187,1088,113,645,352,318,553,15,11,5,23
hotlake_ucc_81499,577,518,551,481,511,79,354,191,176,268,10,9,5,18
hotlake_ucc_81500,2251,1686,2049,1876,2103,339,1259,929,675,859,42,16,23,82
hotlake_ucc_81501,33621,53154,35164,27127,26763,6730,9013,8030,5075,4584,719,1031,1025,2751
hotlake_ucc_81502,956,702,821,652,910,168,832,387,333,669,29,20,12,54
hotlake_ucc_81503,558,489,563,437,539,96,498,250,192,359,46,24,20,102
hotlake_ucc_81504,1073,935,1117,861,981,125,665,425,239,471,23,15,16,46
hotlake_ucc_81505,791,587,686,481,637,114,320,257,208,236,14,7,3,34
hotlake_ucc_81506,272,212,271,175,284,37,185,77,48,138,14,2,11,31
hotlake_ucc_81507,8264,6793,7598,7308,7826,861,3412,1709,1276,2583,330,202,178,617
hotlake_ucc_81508,3620,2500,3174,2635,3149,614,2288,2089,1250,1801,97,71,49,169
hotlake_ucc_81510,552,461,548,415,613,78,313,200,113,243,14,10,1,18
hotlake_ucc_81511,548,462,562,394,523,42,301,161,107,272,13,10,12,22
hotlake_ucc_81512,546,388,519,328,475,64,315,113,101,274,18,3,7,19
hotlake_ucc_81513,541,465,514,477,528,46,352,122,95,277,17,6,2,29
hotlake_ucc_81514,1283,1155,1217,1218,1236,189,526,372,236,385,29,11,10,61
hotlake_ucc_81515,1299,1015,1129,1016,1132,154,434,303,186,336,25,7,13,42
hotlake_ucc_81516,1674,1164,1498,1304,1324,64,481,104,92,430,24,16,14,44
hotlake_ucc_81517,5315,3645,3590,3331,3907,284,875,1971,838,774,58,34,48,121
hotlake_ucc_81518,610,422,558,363,398,46,133,143,92,117,35,24,30,36
hotlake_ucc_81519,995,689,793,569,602,68,227,217,155,186,73,46,37,71
hotlake_ucc_81520,214,144,133,124,141,7,49,41,26,44,17,14,17,20
hotlake_ucc_81521,689,488,685,583,641,56,292,152,181,245,17,13,16,25
hotlake_ucc_81522,2526,2053,2145,1994,2273,283,1264,1097,637,1076,138,68,68,148
hotlake_ucc_81523,471,380,364,343,365,45,170,172,83,118,8,5,7,17
hotlake_ucc_81524,284,211,270,205,283,38,133,65,51,95,5,1,4,18
hotlake_ucc_81525,864,652,818,704,675,56,163,144,103,130,10,9,10,26
hotlake_ucc_81526,1265,877,1088,757,820,78,344,261,166,302,43,23,23,59
hotlake_ucc_81528,500,370,522,431,552,53,203,191,64,168,13,4,10,37
hotlake_ucc_81529,4798,3623,4366,4278,4763,367,657,954,552,427,72,30,39,118
hotlake_ucc_81530,232,203,207,248,240,16,115,71,70,88,7,2,3,18
hotlake_ucc_81531,23997,19268,24102,18080,23274,1436,3906,3089,2408,3857,396,203,159,447
hotlake_ucc_81533,20466,15097,23024,14043,19508,1256,2938,3196,1960,2576,3522,2783,2130,654
hotlake_ucc_81534,13588,10412,15170,10362,12629,894,1868,2143,1313,1705,249,95,118,272
hotlake_ucc_81535,291,176,234,188,240,17,148,86,46,89,19,9,11,35
hotlake_ucc_81536,3505,3233,4054,2975,3552,222,605,552,354,481,91,30,38,104
hotlake_ucc_81537,3968,2880,4111,2894,3853,270,836,625,481,717,101,32,40,97
hotlake_ucc_81538,3182,2850,3149,2324,3017,210,767,544,319,619,68,36,42,103
hotlake_ucc_81539,3240,2348,3233,2614,2920,234,899,588,438,737,85,47,28,126
hotlake_ucc_81540,2124,1750,2201,1763,2021,187,589,443,274,537,57,35,17,60
hotlake_ucc_81541,631,494,629,434,539,70,339,182,119,238,9,7,7,34
hotlake_ucc_81542,222,212,182,163,181,23,152,72,72,94,2,3,3,4
hotlake_ucc_81543,813,606,695,680,717,49,180,148,116,137,21,10,11,32
hotlake_ucc_81544,1047,423,523,480,473,46,129,170,79,138,14,7,3,14
hotlake_ucc_81546,58,74,69,65,90,7,56,29,12,42,6,2,0,7
hotlake_ucc_81547,1464,876,1053,903,882,57,192,184,134,193,58,30,21,135
hotlake_ucc_81548,830,609,780,689,759,158,483,684,320,468,20,30,13,135
hotlake_ucc_81549,429,311,430,360,503,63,308,196,120,197,6,4,4,20
hotlake_ucc_81550,11031,8412,9860,9010,9194,939,3490,2967,1944,2263,274,122,160,294
hotlake_ucc_81551,2648,2382,2633,2137,2444,247,572,662,362,367,42,23,13,54
hotlake_ucc_81552,706,526,672,503,604,99,248,184,138,180,12,10,12,21
hotlake_ucc_81553,769,657,601,635,628,57,159,162,101,139,10,5,9,26
hotlake_ucc_81554,401,270,311,230,284,45,140,189,122,97,55,31,44,56
hotlake_ucc_81556,219,180,206,203,226,33,95,85,50,65,12,3,4,49
hotlake_ucc_81557,1322,1081,1125,962,1148,136,652,445,258,556,38,35,29,83
hotlake_ucc_81558,1739,1392,1872,1606,1802,649,1282,1959,1222,1434,105,59,36,279
hotlake_ucc_81559,276,221,285,219,316,130,199,414,177,190,10,6,1,29
hotlake_ucc_81560,909,787,1157,809,845,335,613,1171,481,524,34,10,11,68
hotlake_ucc_81561,1112,898,1111,952,1070,361,718,807,463,685,29,15,27,53
hotlake_ucc_81562,1483,1178,1460,1105,1307,379,1059,949,475,709,36,21,27,109
hotlake_ucc_81563,9849,8394,10590,8781,10838,2547,9235,5753,4259,6480,245,125,145,827
hotlake_ucc_81564,2663,2030,2323,2321,2225,194,604,632,370,477,90,55,28,115
hotlake_ucc_81565,1148,789,989,894,927,91,206,250,196,227,46,18,21,40
hotlake_ucc_81566,7843,7594,9389,8372,8869,3608,2626,3735,2399,1323,123,43,56,163
hotlake_ucc_81567,1024,897,1212,1178,1139,99,268,342,250,256,41,24,18,54
hotlake_ucc_81568,666,401,451,509,592,43,281,241,203,205,83,73,45,86
hotlake_ucc_81569,263,197,215,193,250,22,82,64,45,76,16,19,11,31
hotlake_ucc_81571,2149,1739,2065,1760,1767,177,828,513,306,563,74,65,46,95
hotlake_ucc_81573,518,492,591,583,522,88,178,135,96,156,22,14,9,24
hotlake_ucc_81574,288,236,268,244,274,59,135,88,74,136,11,9,5,21
hotlake_ucc_81575,1218,1112,1296,893,1140,186,591,448,301,421,73,50,33,160
hotlake_ucc_81576,810,644,669,627,595,412,1231,1696,623,1052,49,35,26,222
hotlake_ucc_81577,5808,4198,5398,4712,5638,442,1296,1426,1042,904,71,39,39,143
hotlake_ucc_81578,594,459,533,483,544,69,300,241,129,324,26,13,10,60
hotlake_ucc_81579,388,296,454,297,358,57,212,142,117,157,10,5,2,21
hotlake_ucc_81580,108,48,73,60,90,11,86,54,39,62,4,4,3,10
hotlake_ucc_81581,59,32,45,51,46,17,35,31,25,26,1,2,0,8
